external_gene_name,logFC_rna,padj_rna,CpG_Beta_diff,logFC_meth,padj_meth,ensembl_gene_id,entrezgene_id,hgnc_symbol,logFC_protein,padj_protein,RG1_All_filtered,RG2_Changes_filtered,RG3_Translation_filtered,RG4_Detection_filtered,Methylation,RNA,Protein,RG1_All,RG2_Changes,RG3_Translation
ZNF292,0.819070915429792,1.4563524627687598e-92,,,,ENSG00000188994,23036.0,ZNF292,0.137042446362222,3.13823875140937e-06,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
CNP,-1.01795222891308,1.4998001855682499e-92,0.2043346701351969,1.31081825671577,1.03935306556214e-30,ENSG00000173786,1267.0,CNP,-1.00513272662411,2.23788277919712e-72,Hypermethylation + RNA DOWN + Protein DOWN,MDS,MDS,MDS,Hypermethylation,RNA DOWN,Protein DOWN,Hypermethylation + RNA DOWN + Protein DOWN,MDS,MDS
HPCAL1,1.65685712941788,1.4998001855682499e-92,-0.3082744773442304,-2.14004172860306,8.599625462644453e-97,ENSG00000115756,3241.0,HPCAL1,1.05953095065896,1.36732385593217e-63,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
ALDH7A1,-1.4670657228769,1.5044531237382298e-92,0.0741070711569797,0.443156126170503,0.0015473012606541,ENSG00000164904,501.0,ALDH7A1,-0.987161558607176,6.27209142678044e-50,Methylation No change + RNA DOWN + Protein DOWN,TPDS,TPDS,TPDS,Methylation No change,RNA DOWN,Protein DOWN,Methylation No change + RNA DOWN + Protein DOWN,TPDS,TPDS
OAS3,1.68948690472449,2.6353616852918398e-92,-0.2133600955002726,-1.56415634656931,8.186516990077451e-46,ENSG00000111331,4940.0,OAS3,0.842893538295576,1.97427747472412e-55,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
ICAM3,2.26333780729173,3.84867129698738e-92,-0.1693774440515585,-1.01917741355092,4.6873218829874496e-42,ENSG00000076662,3385.0,ICAM3,0.833344684398728,7.767363570776899e-37,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
HOXB6,-2.20840555760325,4.458781433180989e-92,0.2636600646839345,1.809668428826,1.3016514225885899e-48,ENSG00000108511,3216.0,HOXB6,-0.353672457595955,9.874660275312089e-16,Hypermethylation + RNA DOWN + Protein significant-negative,MDS_TMDE,MDS,MDS,Hypermethylation,RNA DOWN,Protein significant-negative,Hypermethylation + RNA DOWN + Protein significant-negative,MDS_TMDE,MDS
ZDHHC3,-0.7893701065819,4.6590316748921796e-92,-0.0928038743746086,-0.67436881194057,7.79526820212721e-28,ENSG00000163812,51304.0,ZDHHC3,-0.460659853769629,7.19106210691295e-33,Methylation No change + RNA No change + Protein significant-negative,None,None,None,Methylation No change,RNA No change,Protein significant-negative,Methylation No change + RNA No change + Protein significant-negative,None,None
PCDH9,-3.39067690462099,4.7580337313418006e-92,,,,ENSG00000184226,5101.0,PCDH9,0.0411429365935512,0.54765709615829,Methylation No change + RNA DOWN + Protein not-significant,TPDS_TMDE,None,TPDS_TMDE,Methylation No change,RNA DOWN,Protein not-significant,Methylation No change + RNA DOWN + Protein not-significant,TPDS_TMDE,None
GMIP,1.7845176516048,5.38051330756352e-92,-0.1439095846317901,-1.76047368646846,1.28803144222978e-83,ENSG00000089639,51291.0,GMIP,0.865157027226793,3.78395328467471e-61,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
BCAP29,0.840722028687358,5.3898785936868097e-92,-0.0432009569029138,-0.43388917932349,1.46693664030402e-06,ENSG00000075790,55973.0,BCAP29,0.443729399766777,6.10538147320782e-34,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
TM7SF2,-1.74152519112802,6.254811615279189e-92,0.0957092746357204,0.567273622416113,1.84880186256757e-18,ENSG00000149809,7108.0,TM7SF2,-0.300780366774544,3.0179518993828903e-10,Methylation No change + RNA DOWN + Protein significant-negative,TPDS_TMDE,TPDS,TPDS,Methylation No change,RNA DOWN,Protein significant-negative,Methylation No change + RNA DOWN + Protein significant-negative,TPDS_TMDE,TPDS
CCSER1,-2.3528785119753,7.171740955053219e-92,,,,ENSG00000184305,401145.0,CCSER1,-0.748045133806951,2.66543472880109e-38,Methylation No change + RNA DOWN + Protein DOWN,TPDS,TPDS,TPDS,Methylation No change,RNA DOWN,Protein DOWN,Methylation No change + RNA DOWN + Protein DOWN,TPDS,TPDS
PBK,3.05758913949641,7.282511802527979e-92,-0.1150335777623219,-1.44518516053013,4.30794983188895e-56,ENSG00000168078,55872.0,PBK,0.384964703344121,5.52739741042425e-17,Hypomethylation + RNA UP + Protein significant-positive,MDE_TMDS,MDE,MDE,Hypomethylation,RNA UP,Protein significant-positive,Hypomethylation + RNA UP + Protein significant-positive,MDE_TMDS,MDE
FAM171A1,-1.96547871502719,7.44992517510946e-92,-0.0990484188848822,-1.39093959212205,2.0273891221661202e-63,ENSG00000148468,221061.0,FAM171A1,-0.37220898273601,6.73956813081145e-22,Methylation No change + RNA DOWN + Protein significant-negative,TPDS_TMDE,TPDS,TPDS,Methylation No change,RNA DOWN,Protein significant-negative,Methylation No change + RNA DOWN + Protein significant-negative,TPDS_TMDE,TPDS
PRKCH,1.43241470686852,7.532296659763449e-92,,,,ENSG00000027075,5583.0,PRKCH,0.29526997363059,2.8983241373612202e-21,Methylation No change + RNA UP + Protein significant-positive,TPDE_TMDS,TPDE,TPDE,Methylation No change,RNA UP,Protein significant-positive,Methylation No change + RNA UP + Protein significant-positive,TPDE_TMDS,TPDE
CD74,1.85787572476741,8.74908384086385e-92,-0.0964311215669788,-1.14797924761522,8.12662046131393e-45,ENSG00000019582,972.0,CD74,0.779896254895387,5.95475494207336e-36,Methylation No change + RNA UP + Protein UP,TPDE,TPDE,TPDE,Methylation No change,RNA UP,Protein UP,Methylation No change + RNA UP + Protein UP,TPDE,TPDE
MEF2C,1.47935202678057,1.00851575700113e-91,,,,ENSG00000081189,4208.0,MEF2C,0.529032945380571,4.33104012911885e-45,Methylation No change + RNA UP + Protein UP,TPDE,TPDE,TPDE,Methylation No change,RNA UP,Protein UP,Methylation No change + RNA UP + Protein UP,TPDE,TPDE
CASP4,1.21469887322126,1.15711225680164e-91,-0.1074961676398228,-0.690993360219784,1.1442046105318601e-17,ENSG00000196954,837.0,CASP4,0.709527414241941,5.11828403588299e-60,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
HLA-DQB1,2.69052799093469,1.19666231417743e-91,-0.3256509939142884,-0.89538322896449,1.62449475540091e-06,ENSG00000179344,3119.0,HLA-DQB1,1.04484130518313,8.84922014046549e-46,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
TAP2,1.45508114380895,1.19666231417743e-91,-0.0328904214860722,-0.616031417130447,8.09924232272724e-30,ENSG00000204267,6891.0,TAP2,1.23120511566583,1.17109055904694e-58,Methylation No change + RNA UP + Protein UP,TPDE,TPDE,TPDE,Methylation No change,RNA UP,Protein UP,Methylation No change + RNA UP + Protein UP,TPDE,TPDE
ZC3HAV1L,1.37242099171317,1.36391657980993e-91,-0.2245185469153886,-1.99181987734786,3.77180854293419e-57,ENSG00000146858,92092.0,ZC3HAV1L,0.874873255423708,5.23678885625404e-63,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
SARDH,-2.56729739752037,1.4096129713627102e-91,-0.0488360221868608,-0.561641609931044,3.63675861564733e-18,ENSG00000123453,1757.0,SARDH,-1.48200340884574,2.27437155225444e-55,Methylation No change + RNA DOWN + Protein DOWN,TPDS,TPDS,TPDS,Methylation No change,RNA DOWN,Protein DOWN,Methylation No change + RNA DOWN + Protein DOWN,TPDS,TPDS
CR2,-5.4199687932717,2.00124232294979e-91,0.1270248260751708,0.831762178049454,6.73446320106695e-16,ENSG00000117322,1380.0,CR2,-0.49189971814869,3.99767170882759e-33,Hypermethylation + RNA DOWN + Protein significant-negative,MDS_TMDE,MDS,MDS,Hypermethylation,RNA DOWN,Protein significant-negative,Hypermethylation + RNA DOWN + Protein significant-negative,MDS_TMDE,MDS
HSPB8,2.10677167836224,2.09934263596227e-91,-0.1222271878570663,-1.00643120453407,1.7635046541707702e-31,ENSG00000152137,26353.0,HSPB8,0.797931822708164,5.98913011002244e-44,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
BTD,-1.23269012198132,2.1384362094299105e-91,-0.1273991293186831,-1.40088144156776,1.38135646845739e-53,ENSG00000169814,686.0,BTD,-0.533513251184525,1.24870811459606e-32,Hypomethylation + RNA DOWN + Protein DOWN,TPDS,TPDS,TPDS,Hypomethylation,RNA DOWN,Protein DOWN,Hypomethylation + RNA DOWN + Protein DOWN,TPDS,TPDS
SIRPA,1.61962414118179,2.1920487554256505e-91,-0.4095519649960026,-2.7088996135494,2.0653775364247997e-71,ENSG00000198053,140885.0,SIRPA,1.05409123936234,5.58113523735181e-68,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
WNK1,-1.19201102122857,3.78279282604882e-91,-0.1940877894331294,-1.8456988830888,3.08402145501269e-49,ENSG00000060237,65125.0,WNK1,0.267283143953014,7.60782460315801e-39,Hypomethylation + RNA DOWN + Protein significant-positive,TPDS_TMDE,TMDE,TPDS_TMDE,Hypomethylation,RNA DOWN,Protein significant-positive,Hypomethylation + RNA DOWN + Protein significant-positive,TPDS_TMDE,TMDE
TCIRG1,1.45762943411557,3.9952404904180403e-91,,,,ENSG00000110719,10312.0,TCIRG1,0.602076713412444,6.816785262355599e-50,Methylation No change + RNA UP + Protein UP,TPDE,TPDE,TPDE,Methylation No change,RNA UP,Protein UP,Methylation No change + RNA UP + Protein UP,TPDE,TPDE
ARL6IP6,0.843040468463712,4.2710683170131305e-91,-0.1792932583887829,-1.89746889006476,8.000697822476891e-76,ENSG00000177917,151188.0,ARL6IP6,0.234704995964424,2.3900704529299e-13,Hypomethylation + RNA No change + Protein significant-positive,None,None,None,Hypomethylation,RNA No change,Protein significant-positive,Hypomethylation + RNA No change + Protein significant-positive,None,None
SP140L,1.13860607716852,4.5239278279655e-91,-0.3467709339034055,-3.3743317919636,8.430824667622991e-67,ENSG00000185404,93349.0,SP140L,0.380562201845859,1.10261895349656e-17,Hypomethylation + RNA UP + Protein significant-positive,MDE_TMDS,MDE,MDE,Hypomethylation,RNA UP,Protein significant-positive,Hypomethylation + RNA UP + Protein significant-positive,MDE_TMDS,MDE
THEM4,-0.889013991446978,5.28343936713104e-91,,,,ENSG00000159445,117145.0,THEM4,-0.737084516361022,1.08285314311822e-23,Methylation No change + RNA No change + Protein DOWN,TMDS,TMDS,TMDS,Methylation No change,RNA No change,Protein DOWN,Methylation No change + RNA No change + Protein DOWN,TMDS,TMDS
ATAD2,1.5512068491752,5.55499662945887e-91,-0.1620250900492205,-1.43231996536614,1.6735164060016897e-30,ENSG00000156802,29028.0,ATAD2,0.291384045101184,9.10273071988925e-08,Hypomethylation + RNA UP + Protein significant-positive,MDE_TMDS,MDE,MDE,Hypomethylation,RNA UP,Protein significant-positive,Hypomethylation + RNA UP + Protein significant-positive,MDE_TMDS,MDE
MAP7D3,1.13172868865335,5.57779597421836e-91,-0.0395854574191014,-0.650907865832224,0.0148520531290799,ENSG00000129680,79649.0,MAP7D3,0.679078713731205,2.9970347874289696e-55,Methylation No change + RNA UP + Protein UP,TPDE,TPDE,TPDE,Methylation No change,RNA UP,Protein UP,Methylation No change + RNA UP + Protein UP,TPDE,TPDE
RTP4,2.42498226869558,6.116859195664981e-91,-0.1652470867748892,-2.47296016272397,3.13738837922496e-81,ENSG00000136514,64108.0,RTP4,0.544433816373007,4.17672449586707e-18,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
EOMES,3.38048530578954,6.55432323155382e-91,0.1934337513089558,1.47966718146853,5.32633360326097e-39,ENSG00000163508,8320.0,EOMES,0.456543172880018,1.01092262209693e-11,Hypermethylation + RNA UP + Protein significant-positive,TPDE_TMDS,TPDE,TPDE,Hypermethylation,RNA UP,Protein significant-positive,Hypermethylation + RNA UP + Protein significant-positive,TPDE_TMDS,TPDE
PPP1R1B,-3.02310044333234,7.06391249999479e-91,0.1067289667818575,1.17030629311183,1.06328987409955e-20,ENSG00000131771,84152.0,PPP1R1B,-1.13420293299772,2.54672858548276e-47,Hypermethylation + RNA DOWN + Protein DOWN,MDS,MDS,MDS,Hypermethylation,RNA DOWN,Protein DOWN,Hypermethylation + RNA DOWN + Protein DOWN,MDS,MDS
VTCN1,-5.02259908986519,9.610924418602551e-91,,,,ENSG00000134258,79679.0,VTCN1,-0.209037647129329,0.0020451576824142,Methylation No change + RNA DOWN + Protein significant-negative,TPDS_TMDE,TPDS,TPDS,Methylation No change,RNA DOWN,Protein significant-negative,Methylation No change + RNA DOWN + Protein significant-negative,TPDS_TMDE,TPDS
SCLT1,0.722676499663909,1.41046729164845e-90,-0.073259141035853,-0.955024806530821,5.40983549127895e-42,ENSG00000151466,132320.0,SCLT1,0.132472857485318,0.0039900890575132,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
SH3GLB1,0.653800048240472,1.48968052095925e-90,-0.157900743455293,-1.12575496187741,1.8941889763602198e-27,ENSG00000097033,51100.0,SH3GLB1,0.468156498861319,1.18951614134402e-71,Hypomethylation + RNA No change + Protein significant-positive,None,None,None,Hypomethylation,RNA No change,Protein significant-positive,Hypomethylation + RNA No change + Protein significant-positive,None,None
NME6,-0.592386635907329,1.64964229584882e-90,-0.2143208377892608,-2.05213875431469,2.07158675814659e-58,ENSG00000172113,10201.0,NME6,-0.770059081865037,1.16103651999381e-46,Hypomethylation + RNA No change + Protein DOWN,TMDS,TMDS,TMDS,Hypomethylation,RNA No change,Protein DOWN,Hypomethylation + RNA No change + Protein DOWN,TMDS,TMDS
JAG2,1.57833457450175,2.3669436525446e-90,-0.2150990564272338,-1.66504190119553,4.45356025098586e-53,ENSG00000184916,3714.0,JAG2,0.29996724014479,3.02635946658848e-05,Hypomethylation + RNA UP + Protein significant-positive,MDE_TMDS,MDE,MDE,Hypomethylation,RNA UP,Protein significant-positive,Hypomethylation + RNA UP + Protein significant-positive,MDE_TMDS,MDE
IPO13,-1.24809104006948,2.40652085256723e-90,-0.1007668268423953,-0.978957786555748,2.08917422747242e-22,ENSG00000117408,9670.0,IPO13,0.0334025388601535,0.192467802355883,Hypomethylation + RNA DOWN + Protein not-significant,TPDS_TMDE,None,TPDS_TMDE,Hypomethylation,RNA DOWN,Protein not-significant,Hypomethylation + RNA DOWN + Protein not-significant,TPDS_TMDE,None
EIF4EBP1,1.97956065664248,2.45550791640185e-90,-0.0127075760877082,-0.293068659656373,0.0014378837257277,ENSG00000187840,1978.0,EIF4EBP1,0.682250712858601,3.1243699639411507e-52,Methylation No change + RNA UP + Protein UP,TPDE,TPDE,TPDE,Methylation No change,RNA UP,Protein UP,Methylation No change + RNA UP + Protein UP,TPDE,TPDE
TMPRSS2,-5.32144668015532,2.58661199380794e-90,0.2137177784330329,1.28415101891027,2.11661241941491e-72,ENSG00000184012,7113.0,TMPRSS2,-0.620679639218508,3.29581581535152e-28,Hypermethylation + RNA DOWN + Protein DOWN,MDS,MDS,MDS,Hypermethylation,RNA DOWN,Protein DOWN,Hypermethylation + RNA DOWN + Protein DOWN,MDS,MDS
TUSC2,-0.732867012299596,2.71394098198315e-90,,,,ENSG00000114383,11334.0,TUSC2,-0.536745471652884,7.177603059748079e-40,Methylation No change + RNA No change + Protein DOWN,TMDS,TMDS,TMDS,Methylation No change,RNA No change,Protein DOWN,Methylation No change + RNA No change + Protein DOWN,TMDS,TMDS
ASB9,-1.50813772245858,2.73263494550669e-90,-0.1427257107955459,-0.870213914679062,3.44163134120214e-22,ENSG00000102048,140462.0,ASB9,-0.721732146962614,8.51996394282706e-39,Hypomethylation + RNA DOWN + Protein DOWN,TPDS,TPDS,TPDS,Hypomethylation,RNA DOWN,Protein DOWN,Hypomethylation + RNA DOWN + Protein DOWN,TPDS,TPDS
POMGNT2,-1.01840718474008,2.95653117367114e-90,,,,ENSG00000144647,84892.0,POMGNT2,-0.157867746613928,5.1128814490769e-06,Methylation No change + RNA DOWN + Protein significant-negative,TPDS_TMDE,TPDS,TPDS,Methylation No change,RNA DOWN,Protein significant-negative,Methylation No change + RNA DOWN + Protein significant-negative,TPDS_TMDE,TPDS
CKAP2L,2.68882074993323,3.997970702661e-90,-0.0290128933481356,-0.809482644760636,2.2834872336310898e-36,ENSG00000169607,150468.0,CKAP2L,0.0540838623823915,0.301155150029014,Methylation No change + RNA UP + Protein not-significant,TPDE_TMDS,None,TPDE_TMDS,Methylation No change,RNA UP,Protein not-significant,Methylation No change + RNA UP + Protein not-significant,TPDE_TMDS,None
ARHGAP9,2.08940418544747,4.34806402953251e-90,-0.11656085362014,-0.734372251060524,2.3035154342460597e-28,ENSG00000123329,64333.0,ARHGAP9,0.59127415528999,1.14473944542643e-36,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
SCRN2,-1.50530875232373,7.8444288953937e-90,-0.0876253955552077,-0.597131813130911,4.38012820619256e-08,ENSG00000141295,90507.0,SCRN2,-0.624902797554838,8.65425534706303e-34,Methylation No change + RNA DOWN + Protein DOWN,TPDS,TPDS,TPDS,Methylation No change,RNA DOWN,Protein DOWN,Methylation No change + RNA DOWN + Protein DOWN,TPDS,TPDS
ARHGAP45,1.58912993136559,8.93745002318657e-90,-0.25033070714185,-2.04309567356434,6.7546188962317e-38,ENSG00000180448,23526.0,ARHGAP45,0.753335019536228,1.1311649635043e-43,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
ADH6,-3.2196580151191,1.00379665988396e-89,0.0712627624127167,0.432822292519646,1.31273179589772e-05,ENSG00000172955,130.0,ADH6,-1.80625464943848,3.73944401244646e-66,Methylation No change + RNA DOWN + Protein DOWN,TPDS,TPDS,TPDS,Methylation No change,RNA DOWN,Protein DOWN,Methylation No change + RNA DOWN + Protein DOWN,TPDS,TPDS
PKM,1.30403974300649,1.0754257140987e-89,-0.2521616969263748,-2.31264563961147,6.457775930343139e-57,ENSG00000067225,5315.0,PKM,1.18260740740741,1.62298809219017e-80,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
RUNX3,2.56744993997445,1.17517331600946e-89,,,,ENSG00000020633,864.0,RUNX3,0.993030845019778,1.5452567200906099e-41,Methylation No change + RNA UP + Protein UP,TPDE,TPDE,TPDE,Methylation No change,RNA UP,Protein UP,Methylation No change + RNA UP + Protein UP,TPDE,TPDE
CRACR2A,1.94138846251214,1.26398537486235e-89,-0.2284761908712403,-1.75454627134205,6.35757677630833e-22,ENSG00000130038,84766.0,CRACR2A,0.709418403586487,1.10969087507443e-29,Hypomethylation + RNA UP + Protein UP,MDE,MDE,MDE,Hypomethylation,RNA UP,Protein UP,Hypomethylation + RNA UP + Protein UP,MDE,MDE
GZMH,2.93666634587821,1.39094151651155e-89,,,,ENSG00000100450,2999.0,GZMH,0.896353614025171,2.85513867379984e-41,Methylation No change + RNA UP + Protein UP,TPDE,TPDE,TPDE,Methylation No change,RNA UP,Protein UP,Methylation No change + RNA UP + Protein UP,TPDE,TPDE
MTFP1,1.933128,1.882052e-89,,,,ENSG00000242114,51537.0,MTFP1,0.646077849624437,6.11586342429058e-26,Methylation No change + RNA UP + Protein UP,TPDE,TPDE,TPDE,Methylation No change,RNA UP,Protein UP,Methylation No change + RNA UP + Protein UP,TPDE,TPDE
ANO10,-0.960045144030546,1.90371116650912e-89,-0.0764323730312325,-1.63281455459356,4.9788524728482e-34,ENSG00000160746,55129.0,ANO10,-0.446100954164268,9.62892876624768e-29,Methylation No change + RNA No change + Protein significant-negative,None,None,None,Methylation No change,RNA No change,Protein significant-negative,Methylation No change + RNA No change + Protein significant-negative,None,None
